guideId,outletId,originType,originId,transportationType,title,estimatedDuration,estimatedCost,recommended,steps,updatedAt
leeds-to-junction-32-outlet-public-transport,junction-32-outlet,city_center,leeds-city-center,bus,Leeds to Frasers Plus Designer Outlet Leeds by Bus 141,,Estimated £3–6 adult one way; check current Arriva Yorkshire fare,true,"[{""order"":1,""description"":""Check the current West Yorkshire Metro 141 timetable from Leeds City Bus Station.""},{""order"":2,""description"":""Board Arriva Yorkshire service 141 for Junction 32 Outlet Village.""},{""order"":3,""description"":""Alight at Junction 32 Outlet Village.""},{""order"":4,""description"":""Check the return service before shopping.""}]",2026-08-03
airport-to-junction-32-outlet-transfer,junction-32-outlet,airport,nearest-airport,taxi,Nearest Airport to Junction 32 Outlet Shopping Village by Transfer,≈40–55 min by road from Leeds Bradford Airport (estimated),Confirm with provider,false,"[{""order"":1,""description"":""Check the official centre guest information page and airport onward travel guidance before booking.""},{""order"":2,""description"":""Use official Leeds Bradford Airport onward-travel options toward Leeds, then rail/bus toward Glasshoughton or Castleford, or arrange road travel to WF10 4FR; no dedicated airport shuttle is published.""},{""order"":3,""description"":""Confirm fare, luggage capacity, pickup point and return arrangements with the provider.""},{""order"":4,""description"":""On arrival, follow official signs to guest services, entrances and parking or drop-off areas.""}]",2026-07-01
gretna-to-caledonia-park-car,caledonia-park,city_center,gretna-city-center,taxi,Gretna to Caledonia Park by Car or Taxi,≈5 min by road or ≈15–20 min walk from Gretna town centre (estimated),Taxi ≈£6–10 (estimated); parking is free,false,"[{""order"":1,""description"":""Review the official Caledonia Park getting-here page before setting off.""},{""order"":2,""description"":""Set Gretna DG16 as the destination and follow official road signs on approach.""},{""order"":3,""description"":""Use the official parking guidance on arrival: Free parking and dedicated coach parking.""},{""order"":4,""description"":""Confirm a safe return pickup point or check traffic before leaving.""}]",2026-07-01
gretna-to-caledonia-park-public-transport,caledonia-park,station,gretna-green-station,walking,Gretna Green to Caledonia Park on Foot,,Free,true,"[{""order"":1,""description"":""Check the current train to Gretna Green.""},{""order"":2,""description"":""Alight at Gretna Green.""},{""order"":3,""description"":""Follow Caledonia Park's official pedestrian directions.""},{""order"":4,""description"":""Check the return train before shopping.""}]",2026-08-03
airport-to-caledonia-park-transfer,caledonia-park,airport,nearest-airport,taxi,Nearest Airport to Caledonia Park by Transfer,≈1 hr 20 min–1 hr 45 min by road from Newcastle Airport (estimated),Confirm with provider,false,"[{""order"":1,""description"":""Check the official Caledonia Park getting-here page and airport onward travel guidance before booking.""},{""order"":2,""description"":""Use a pre-booked airport taxi, private transfer or rental car to Caledonia Park, Glasgow Road, Gretna DG16 5GG.""},{""order"":3,""description"":""Confirm fare, luggage capacity, pickup point and return arrangements with the provider.""},{""order"":4,""description"":""On arrival, follow official signs to guest services, entrances and parking or drop-off areas.""}]",2026-07-01
portsmouth-to-gunwharf-quays-car,gunwharf-quays,city_center,portsmouth-city-center,taxi,Portsmouth to Gunwharf Quays by Car or Taxi,≈5–15 min drive from Portsmouth city centre (estimated),Taxi ≈£8–15 (estimated); car park from £3.50 up to 2 hours,false,"[{""order"":1,""description"":""Review the official Gunwharf Quays getting-here and parking pages before setting off.""},{""order"":2,""description"":""Set Gunwharf Quays House, Portsmouth PO1 3TZ as the destination and follow official road signs on approach.""},{""order"":3,""description"":""Use the official parking guidance on arrival: 24-hour car park; check official tariff.""},{""order"":4,""description"":""Confirm a safe return pickup point or check traffic before leaving.""}]",2026-07-01
portsmouth-to-gunwharf-quays-public-transport,gunwharf-quays,city_center,portsmouth-city-center,walking,Portsmouth to Gunwharf Quays on Foot,,Free,true,"[{""order"":1,""description"":""Follow current signed pedestrian access from Portsmouth to Gunwharf Quays.""},{""order"":2,""description"":""Portsmouth Harbour and The Hard Interchange are the closest public transport connections.""},{""order"":3,""description"":""Use the same signed pedestrian access on your return.""}]",2026-08-03
gosport-to-gunwharf-quays-ferry,gunwharf-quays,city_center,gosport-city-center,ferry,Gosport to Gunwharf Quays by Ferry,≈5 min Gosport Ferry crossing to Portsmouth Harbour; check the official timetable before travel,Check official Gosport Ferry fares before travel,false,"[{""order"":1,""description"":""Review the official Gunwharf Quays getting-here page and the Gosport Ferry timetable and fares before travel.""},{""order"":2,""description"":""Board the Gosport Ferry from Gosport for the short crossing to Portsmouth Harbour.""},{""order"":3,""description"":""From Portsmouth Harbour, follow the signed pedestrian route to Gunwharf Quays.""},{""order"":4,""description"":""Before shopping, confirm the last suitable return sailing and current ticket options with Gosport Ferry.""}]",2026-07-03
airport-to-gunwharf-quays-transfer,gunwharf-quays,airport,nearest-airport,taxi,Nearest Airport to Gunwharf Quays by Transfer,≈25–40 min by road from Southampton Airport (estimated),Confirm with provider,false,"[{""order"":1,""description"":""Check the official Gunwharf Quays getting-here page and Southampton Airport onward travel guidance before booking.""},{""order"":2,""description"":""Use an airport taxi, pre-booked transfer or rental car to Gunwharf Quays House, Portsmouth PO1 3TZ.""},{""order"":3,""description"":""Confirm fare, luggage capacity, pickup point and return arrangements with the provider.""},{""order"":4,""description"":""On arrival, follow official signs to guest services, entrances and parking or drop-off areas.""}]",2026-07-01
hatfield-to-the-galleria-outlet-car,the-galleria-outlet,city_center,hatfield-city-center,taxi,Hatfield to The Galleria Outlet Shopping by Car or Taxi,≈5–10 min from Hatfield town centre (estimated),Parking from £1.30 weekdays; £3 all day Sat/Sun/Bank Holidays; free after 6 pm; taxi ≈£7–10 (estimated),false,"[{""order"":1,""description"":""Review The Galleria official centre information and car-park pages before setting off.""},{""order"":2,""description"":""Set sat nav to AL10 9TF, not the postal address, and approach via the A1(M) junction 3 or 4 and the A1001.""},{""order"":3,""description"":""Enter the north, plaza or multi-storey car park from the signed roundabouts; external car parks are open 24 hours and the multi-storey closes 30 minutes after the centre.""},{""order"":4,""description"":""If using a taxi, ask for The Galleria Outlet Shopping Centre on Comet Way and agree the return pickup point before shopping.""}]",2026-07-01
hatfield-to-the-galleria-outlet-public-transport,the-galleria-outlet,station,hatfield-station,walking,Hatfield Station to The Galleria on Foot,25 min,Free,true,"[{""order"":1,""description"":""Follow the official pedestrian directions from Hatfield Station.""},{""order"":2,""description"":""Use the official 25-minute walking connection.""},{""order"":3,""description"":""Check the return train before shopping if needed.""}]",2026-08-03
airport-to-the-galleria-outlet-transfer,the-galleria-outlet,airport,nearest-airport,taxi,Nearest Airport to The Galleria Outlet Shopping by Transfer,≈35–50 min by road from London Luton Airport; ≈45–70 min from Heathrow Airport (estimated),Confirm with provider,false,"[{""order"":1,""description"":""Check airport onward-travel guidance and The Galleria official directions before booking a transfer.""},{""order"":2,""description"":""Use a licensed airport taxi, pre-booked transfer or rental car to The Galleria, Comet Way, Hatfield; for sat nav use AL10 9TF.""},{""order"":3,""description"":""Confirm fare, luggage capacity, airport pickup point and any waiting charges with the provider before departure.""},{""order"":4,""description"":""On arrival, use the signed car parks or agreed drop-off point, and confirm the return pickup point before shopping.""}]",2026-07-01
spalding-to-springfields-outlet-car,springfields-outlet,city_center,spalding-city-center,taxi,Spalding to Springfields Outlet Shopping & Leisure by Car or Taxi,≈5–10 min from Spalding town centre (estimated),Confirm with provider; parking tariff check official car-park signs,false,"[{""order"":1,""description"":""Review Springfields' official how-to-find-us page before setting off.""},{""order"":2,""description"":""Set sat nav to PE12 6EU, Camel Gate, Spalding; Springfields is next to the A16.""},{""order"":3,""description"":""Use the clearly signed on-site Main, Garden Centre or South car park; accessible and parent-and-child bays are in the Main Car Park.""},{""order"":4,""description"":""If using a taxi, arrange pickup at a safe outlet entrance or by the on-site bus stop before shopping.""}]",2026-07-01
spalding-to-springfields-outlet-public-transport,springfields-outlet,city_center,spalding-city-center,bus,Spalding to Springfields by Stagecoach 37,,£2–5 one way,true,"[{""order"":1,""description"":""Check the current Service 37 from Spalding.""},{""order"":2,""description"":""Board Stagecoach 37.""},{""order"":3,""description"":""Alight at Springfields.""},{""order"":4,""description"":""Check the return service.""}]",2026-08-03
airport-to-springfields-outlet-transfer,springfields-outlet,airport,nearest-airport,taxi,Nearest Airport to Springfields Outlet Shopping & Leisure by Transfer,≈75–100 min by road from East Midlands Airport; ≈80–110 min from Stansted Airport (estimated),Confirm with provider,false,"[{""order"":1,""description"":""Check airport onward-travel guidance and Springfields' official directions before booking.""},{""order"":2,""description"":""Book a licensed airport taxi, pre-booked transfer or rental car to Springfields, Camel Gate, Spalding PE12 6EU.""},{""order"":3,""description"":""Confirm fare, luggage capacity, pickup point, waiting charges and return arrangements with the provider.""},{""order"":4,""description"":""On arrival, follow signs for the on-site car parks, drop-off area, entrances and information point.""}]",2026-07-01
banbridge-to-the-boulevard-banbridge-car,the-boulevard-banbridge,city_center,banbridge-city-center,taxi,Banbridge to The Boulevard Banbridge by Car or Taxi,≈5–10 min from Banbridge town centre (estimated),Free parking; taxi ≈£6–10 (estimated),false,"[{""order"":1,""description"":""Review The Boulevard official getting-here page before setting off.""},{""order"":2,""description"":""Set The Boulevard, Outlet Park, Banbridge BT32 4LF as the destination; the centre is on the A1 Belfast-Dublin road minutes from Banbridge.""},{""order"":3,""description"":""Use one of the free on-site car or coach parking spaces, including signed parent-and-child and disabled spaces.""},{""order"":4,""description"":""If arriving by taxi, use the designated taxi collection point in Car Park B beside M&S Outlet for return pickup.""}]",2026-07-01
banbridge-to-the-boulevard-banbridge-public-transport,the-boulevard-banbridge,city_center,banbridge-town-centre,bus,Banbridge Town Centre to The Boulevard by Translink 330C,,£3–7 one way,true,"[{""order"":1,""description"":""Check the current 330C timetable from Banbridge Town Centre.""},{""order"":2,""description"":""Board Translink 330C to Outlet Park.""},{""order"":3,""description"":""Alight at Banbridge, Outlet Park (The Boulevard).""},{""order"":4,""description"":""Check the return service before shopping.""}]",2026-08-03
airport-to-the-boulevard-banbridge-transfer,the-boulevard-banbridge,airport,nearest-airport,taxi,Nearest Airport to The Boulevard Banbridge by Transfer,≈30–45 min by road from Belfast International Airport; ≈35–50 min from Belfast City Airport (estimated),Confirm with provider,false,"[{""order"":1,""description"":""Check airport onward-travel guidance and The Boulevard official directions before booking.""},{""order"":2,""description"":""Book a licensed airport taxi, pre-booked transfer or rental car to The Boulevard, Outlet Park, Banbridge BT32 4LF.""},{""order"":3,""description"":""Confirm fare, luggage capacity, pickup point and waiting charges before departure.""},{""order"":4,""description"":""Use the designated taxi collection point in Car Park B beside M&S Outlet for return pickup.""}]",2026-07-01
cardiff-to-bridgend-designer-outlet-car,bridgend-designer-outlet,city_center,cardiff-city-center,taxi,Cardiff to Bridgend Designer Outlet by Car or Taxi,30 min drive from Cardiff,Free parking; taxi/transfer confirm with provider,false,"[{""order"":1,""description"":""Review Bridgend Designer Outlet's official plan-your-visit page before setting off.""},{""order"":2,""description"":""Set The Derwen, Bridgend CF32 9SU as the destination and route toward Bridgend from Cardiff or Swansea.""},{""order"":3,""description"":""Allow around 30 minutes by road from Cardiff in normal conditions, matching the outlet's official guidance for nearby cities.""},{""order"":4,""description"":""Use the outlet car park and confirm the return pickup point if travelling by taxi or private transfer.""}]",2026-07-01
cardiff-to-bridgend-designer-outlet-public-transport,bridgend-designer-outlet,city_center,cardiff-central,train,Cardiff to Bridgend Designer Outlet via Bridgend,,£10–25 total one way,true,"[{""order"":1,""description"":""Check the current Cardiff Central–Bridgend train.""},{""order"":2,""description"":""Travel with Transport for Wales to Bridgend.""},{""order"":3,""description"":""Check the current local bus connection and continue to Sainsbury's.""},{""order"":4,""description"":""Walk from Sainsbury's to the outlet.""},{""order"":5,""description"":""Check return bus and train connections before shopping.""}]",2026-08-03
airport-to-bridgend-designer-outlet-transfer,bridgend-designer-outlet,airport,nearest-airport,taxi,Nearest Airport to Bridgend Designer Outlet by Transfer,≈30–45 min by road from Cardiff Airport (estimated),Confirm with provider,false,"[{""order"":1,""description"":""Check Cardiff Airport onward-travel guidance and Bridgend Designer Outlet's official plan-your-visit page before booking.""},{""order"":2,""description"":""Book a licensed airport taxi, pre-booked transfer or rental car to Bridgend Designer Outlet, The Derwen, Bridgend CF32 9SU.""},{""order"":3,""description"":""Confirm fare, luggage capacity, pickup point, waiting charges and return arrangements with the provider.""},{""order"":4,""description"":""On arrival, follow official signs to the outlet car park, entrances and Guest Services.""}]",2026-07-01
nottingham-to-east-midlands-designer-outlet-car,east-midlands-designer-outlet,city_center,nottingham-city-center,taxi,Nottingham to Frasers Plus Designer Outlet East Midlands by Taxi,,£40–70 daytime taxi,true,"[{""order"":1,""description"":""Confirm the current official outlet address.""},{""order"":2,""description"":""Use a licensed taxi or pre-arranged transfer from Nottingham.""},{""order"":3,""description"":""Confirm the fare and return pickup point before travel.""}]",2026-08-03
nottingham-to-east-midlands-designer-outlet-public-transport,east-midlands-designer-outlet,city_center,nottingham-city-center,bus,Nottingham to East Midlands Designer Outlet by Public Transport,,Check current journey planner,false,"[{""order"":1,""description"":""Check the current Frasers Plus East Midlands site and official journey planners.""},{""order"":2,""description"":""Use only a public transport connection verified for your travel date.""},{""order"":3,""description"":""Confirm every operator, stop and return connection before travel.""}]",2026-08-03
airport-to-east-midlands-designer-outlet-transfer,east-midlands-designer-outlet,airport,nearest-airport,taxi,Nearest Airport to East Midlands Designer Outlet by Transfer,≈30–45 min by road from East Midlands Airport (estimated),Confirm with provider,false,"[{""order"":1,""description"":""Check East Midlands Airport onward-travel guidance and East Midlands Designer Outlet's official plan-your-visit page before booking.""},{""order"":2,""description"":""Book a licensed airport taxi, pre-booked transfer or rental car to East Midlands Designer Outlet, Mansfield Road, South Normanton DE55 2JW.""},{""order"":3,""description"":""Confirm fare, luggage capacity, pickup point, waiting charges and return arrangements with the provider.""},{""order"":4,""description"":""On arrival, follow signs to the free customer car park, drop-off area and Guest Services; do not use the outlet car park for Big Green Coach departures.""}]",2026-07-01
swindon-to-swindon-designer-outlet-car,swindon-designer-outlet,city_center,swindon-city-center,taxi,Swindon to Swindon Designer Outlet by Car or Taxi,≈5–10 min drive from Swindon town centre (estimated),"Parking £2.50 for up to 5 hours, then £12; taxi ≈£8–12 (estimated)",false,"[{""order"":1,""description"":""Review the official Swindon Designer Outlet plan-my-visit page before setting off.""},{""order"":2,""description"":""Set Frasers Plus Designer Outlet Swindon, Kemble Drive, Swindon SN2 2DY as the destination; use SN2 2NA for the North Car Park or SN5 7JL for the West Car Park.""},{""order"":3,""description"":""On arrival, use the ticketless car parks, enter your registration at the payment machines before leaving or tap your card at the exit barriers.""},{""order"":4,""description"":""For drop-off or pickup, use the first 15 minutes free parking period and agree the same pickup point for the return journey.""}]",2026-07-02
swindon-to-swindon-designer-outlet-public-transport,swindon-designer-outlet,city_center,swindon-city-center,walking,Swindon to Frasers Plus Designer Outlet Swindon on Foot,15 min,Free,true,"[{""order"":1,""description"":""Follow directions from Swindon Town Centre or Swindon station.""},{""order"":2,""description"":""Use the official 15-minute walking route.""},{""order"":3,""description"":""Follow the same signed walking route on your return.""}]",2026-08-03
airport-to-swindon-designer-outlet-transfer,swindon-designer-outlet,airport,nearest-airport,taxi,Nearest Airport to Swindon Designer Outlet by Transfer,≈60–90 min by road from Bristol Airport or Heathrow Airport (estimated),Confirm with provider,false,"[{""order"":1,""description"":""Check the official Swindon Designer Outlet plan-my-visit page and your airport onward-travel page before booking.""},{""order"":2,""description"":""From Bristol Airport or Heathrow Airport, pre-book a licensed taxi, private transfer or rental car to Kemble Drive, Swindon SN2 2DY.""},{""order"":3,""description"":""Confirm fare, luggage capacity, pickup point and return arrangements with the provider.""},{""order"":4,""description"":""On arrival, follow official signs to guest services, entrances and parking or drop-off areas.""}]",2026-07-02
birmingham-to-west-midlands-designer-outlet-car,west-midlands-designer-outlet,city_center,birmingham-city-center,taxi,Birmingham to West Midlands Designer Outlet by Car or Taxi,30 min drive from Birmingham City Centre,Taxi/transfer confirm with provider; parking free,false,"[{""order"":1,""description"":""Review the official West Midlands Designer Outlet plan-your-visit page before setting off.""},{""order"":2,""description"":""Set Designer Outlet West Midlands, Eastern Way, Cannock WS11 7JZ as the destination and follow official road signs on approach.""},{""order"":3,""description"":""Use the free customer parking on arrival; EV charging is available.""},{""order"":4,""description"":""If using a taxi or private hire from Birmingham, confirm fare, pickup point and return waiting policy before departure.""}]",2026-07-02
birmingham-to-west-midlands-designer-outlet-public-transport,west-midlands-designer-outlet,city_center,birmingham-city-center,bus,Birmingham to Designer Outlet West Midlands by X51,,£3–6 one way,true,"[{""order"":1,""description"":""Check the current National Express West Midlands X51 timetable from Birmingham.""},{""order"":2,""description"":""Board the X51 for Designer Outlet West Midlands.""},{""order"":3,""description"":""Alight at Designer Outlet West Midlands.""},{""order"":4,""description"":""Check the return service before shopping.""}]",2026-08-03
airport-to-west-midlands-designer-outlet-transfer,west-midlands-designer-outlet,airport,nearest-airport,taxi,Nearest Airport to West Midlands Designer Outlet by Transfer,≈35–50 min by road from Birmingham Airport (estimated),Confirm with provider,false,"[{""order"":1,""description"":""Check the official West Midlands Designer Outlet plan-your-visit page and Birmingham Airport onward-travel guidance before booking.""},{""order"":2,""description"":""Pre-book a licensed airport taxi, private transfer or rental car to Designer Outlet West Midlands, Eastern Way, Cannock WS11 7JZ.""},{""order"":3,""description"":""Confirm fare, luggage capacity, pickup point and return arrangements with the provider.""},{""order"":4,""description"":""On arrival, follow official signs to guest services, entrances and parking or drop-off areas.""}]",2026-07-02
london-to-icon-outlet-at-the-o2-car,icon-outlet-at-the-o2,city_center,london-city-center,taxi,London to Outlet Shopping at The O2 by Car or Taxi,≈25–45 min by road from central London (estimated),Confirm with provider; 4 hours free parking with £35 outlet spend,false,"[{""order"":1,""description"":""Review the official Outlet Shopping at The O2 getting-here page and The O2 travel disruption updates before setting off.""},{""order"":2,""description"":""Set The O2, SE10 0DX as the destination; use Millennium Way or Edmund Halley Way for route planners and follow signs from the M25, A2, A20 or M11.""},{""order"":3,""description"":""Park in Car Parks 2, 3 or 4; outlet shoppers can claim 4 hours free parking with £35 or more spend by taking receipts and the parking ticket to the Welcome Desk.""},{""order"":4,""description"":""For taxi pickup, agree a North Greenwich or The O2 meeting point and check event traffic before leaving.""}]",2026-07-02
london-to-icon-outlet-at-the-o2-public-transport,icon-outlet-at-the-o2,city_center,london-city-center,metro,London to Outlet Shopping at The O2 via North Greenwich,20 min,£3–7 one way,true,"[{""order"":1,""description"":""Check the current TfL Jubilee line service to North Greenwich.""},{""order"":2,""description"":""Travel on the Jubilee line to North Greenwich.""},{""order"":3,""description"":""Follow signs from North Greenwich to The O2.""},{""order"":4,""description"":""Check the return service before shopping.""}]",2026-08-03
central-london-to-icon-outlet-at-the-o2-uber-boat,icon-outlet-at-the-o2,city_center,london-city-center,ferry,Central London to Outlet Shopping at The O2 by Uber Boat,North Greenwich Pier is about a 5 min walk from The O2; check the official Uber Boat timetable for live journey times,Check official Uber Boat by Thames Clippers fares before travel,false,"[{""order"":1,""description"":""Review The O2 official river bus access page plus the Uber Boat by Thames Clippers timetable and fares before travel.""},{""order"":2,""description"":""Use an Uber Boat by Thames Clippers service from a suitable central London pier to North Greenwich Pier.""},{""order"":3,""description"":""From North Greenwich Pier, follow signs for The O2 and Outlet Shopping at The O2.""},{""order"":4,""description"":""Before shopping, confirm the last suitable return boat and current ticket/payment options with Uber Boat by Thames Clippers.""}]",2026-07-03
airport-to-icon-outlet-at-the-o2-transfer,icon-outlet-at-the-o2,airport,nearest-airport,taxi,Nearest Airport to Outlet Shopping at The O2 by Transfer,≈10–20 min by road from London City Airport (estimated),Confirm with provider,false,"[{""order"":1,""description"":""Check the official Outlet Shopping at The O2 getting-here page and London City Airport onward-travel guidance before booking.""},{""order"":2,""description"":""From London City Airport, use an official taxi, pre-booked transfer or public transport connection toward North Greenwich and The O2, SE10 0DX.""},{""order"":3,""description"":""Confirm fare, luggage capacity, pickup point and return arrangements with the provider.""},{""order"":4,""description"":""On arrival, follow official signs to guest services, entrances and parking or drop-off areas.""}]",2026-07-02
doncaster-to-lakeside-village-car,lakeside-village,city_center,doncaster-city-center,taxi,Doncaster to Lakeside Village Outlet Shopping by Car or Taxi,≈5–10 min drive from Doncaster city centre (estimated),Taxi ≈£8–12 (estimated); parking free for customers,false,"[{""order"":1,""description"":""Review the official Lakeside Village how-to-find-us page before setting off.""},{""order"":2,""description"":""Set Lakeside Village, White Rose Way, Doncaster DN4 5PH as the destination and follow the brown Lakeside signs from M18 Junction 3.""},{""order"":3,""description"":""Use the free customer parking only while shopping at Lakeside Village; do not leave site or park outside marked bays.""},{""order"":4,""description"":""Confirm a safe return taxi pickup point near the outlet entrances or check traffic before leaving.""}]",2026-07-02
doncaster-to-lakeside-village-public-transport,lakeside-village,city_center,doncaster-city-center,bus,Doncaster Interchange to Lakeside Village by Bus 372,,£2–5 one way,true,"[{""order"":1,""description"":""Check the current First South Yorkshire 372 timetable from Doncaster Interchange.""},{""order"":2,""description"":""Board service 372 for Lakeside Village.""},{""order"":3,""description"":""Alight at Lakeside Village.""},{""order"":4,""description"":""Check the return service before shopping.""}]",2026-08-03
airport-to-lakeside-village-transfer,lakeside-village,airport,nearest-airport,taxi,Nearest Airport to Lakeside Village Outlet Shopping by Transfer,≈60–90 min by road from Leeds Bradford or Manchester Airport (estimated),Confirm with provider,false,"[{""order"":1,""description"":""Check the official Lakeside Village how-to-find-us page and your transport provider before booking, as the outlet does not publish a dedicated airport transfer.""},{""order"":2,""description"":""From Leeds Bradford or Manchester Airport, pre-book a licensed taxi, private transfer or rental car to Lakeside Village, White Rose Way, Doncaster DN4 5PH.""},{""order"":3,""description"":""Confirm fare, luggage capacity, pickup point and return arrangements with the provider.""},{""order"":4,""description"":""On arrival, follow official signs to guest services, entrances and parking or drop-off areas.""}]",2026-07-02
london-to-london-designer-outlet-car,london-designer-outlet,city_center,london-city-center,taxi,London to London Designer Outlet by Car or Taxi,≈30–60 min by road from central London (estimated),Taxi confirm with provider; Red/Pink Car Park £2.50–£7.50 for up to 6 hours,false,"[{""order"":1,""description"":""Review the official London Designer Outlet getting-here page and Wembley Park parking information before setting off.""},{""order"":2,""description"":""Set London Designer Outlet, Wembley Park Boulevard, HA9 0FD as the destination; use HA9 8DS for Red Car Park.""},{""order"":3,""description"":""Use Red Car Park, the nearest car park to LDO, and pay before returning to the vehicle because ANPR is in use.""},{""order"":4,""description"":""Check whether a Wembley Stadium or OVO Arena Wembley event-day tariff applies; LDO guests spending over £40 may be able to validate for the normal first-six-hours tariff in Red Parking.""}]",2026-07-02
london-to-london-designer-outlet-public-transport,london-designer-outlet,city_center,london-city-center,train,London Marylebone to London Designer Outlet via Wembley Stadium,,£4–10 one way,true,"[{""order"":1,""description"":""Check the current Chiltern Railways service from London Marylebone.""},{""order"":2,""description"":""Travel to Wembley Stadium station.""},{""order"":3,""description"":""Follow pedestrian signs to London Designer Outlet.""},{""order"":4,""description"":""Check the return train before shopping.""}]",2026-08-03
airport-to-london-designer-outlet-transfer,london-designer-outlet,airport,nearest-airport,taxi,Nearest Airport to London Designer Outlet by Transfer,≈25–45 min by road from Heathrow Airport (estimated),Confirm with provider,false,"[{""order"":1,""description"":""Check the official London Designer Outlet getting-here page, TfL and airport onward-travel guidance before booking.""},{""order"":2,""description"":""From Heathrow Airport, use the official Elizabeth line/Tube connections toward central London and Wembley, or pre-book a licensed taxi or private transfer to HA9 0FD.""},{""order"":3,""description"":""Confirm fare, luggage capacity, pickup point and return arrangements with the provider.""},{""order"":4,""description"":""On arrival, follow official signs to guest services, entrances and parking or drop-off areas.""}]",2026-07-02
braintree-village-train-guide,braintree-village,station,braintree-freeport-station,walking,Braintree Freeport to Braintree Village on Foot,,Free,true,"[{""order"":1,""description"":""Check the current train to Braintree Freeport.""},{""order"":2,""description"":""Alight at Braintree Freeport.""},{""order"":3,""description"":""Follow signs from the station to Braintree Village.""},{""order"":4,""description"":""Check the return train before shopping.""}]",2026-08-03
braintree-village-bus-guide,braintree-village,city_center,braintree-town-centre,bus,Braintree Village by Bus via Stephensons of Essex,Check official bus timetable,Check official bus fare,false,"[{""order"":1,""description"":""Use the Stephensons of Essex bus times linked from Braintree Village's official getting-here page before travelling.""},{""order"":2,""description"":""Confirm the current route and stop for Braintree Village or the closest Braintree stop before boarding.""},{""order"":3,""description"":""Walk from the confirmed stop to Braintree Village at Charter Way, Chapel Hill, following safe pedestrian routes.""},{""order"":4,""description"":""Before shopping, check the last suitable Stephensons return service for your route.""}]",2026-07-05
braintree-village-car-parking-guide,braintree-village,city_center,braintree-town-centre,taxi,Braintree Village by Car with Outlet Shopper Parking,Check live traffic,Free parking for up to 6 hours for outlet shoppers; road costs vary,false,"[{""order"":1,""description"":""Set navigation to Braintree Village, Charter Way, Chapel Hill, Braintree, Essex CM77 8YH.""},{""order"":2,""description"":""Use the live traffic link from the official getting-here page before driving.""},{""order"":3,""description"":""Park in one of the official outlet car parks; Braintree Village lists more than 1,660 spaces, including accessible, family, and coach spaces.""},{""order"":4,""description"":""Outlet shoppers can park free for up to 6 hours; if staying longer, visit Guest Services for validation as instructed by the official parking page.""}]",2026-07-05
affinity-sterling-mills-bus-guide,affinity-sterling-mills,city_center,stirling-bus-station,bus,Stirling Bus Station to Affinity Sterling Mills by Bus,,£5–10 one way,true,"[{""order"":1,""description"":""Check the current connection from Stirling Bus Station towards Tillicoultry.""},{""order"":2,""description"":""Verify the operator, route and stop near the outlet.""},{""order"":3,""description"":""Travel to Tillicoultry on the verified service.""},{""order"":4,""description"":""Check the return service before shopping.""}]",2026-08-03
affinity-sterling-mills-train-bus-guide,affinity-sterling-mills,station,alloa-station,train,Alloa Station to Affinity Sterling Mills by Local Bus,Alloa station is 3 miles away; onward bus timing varies,Check ScotRail and bus fares,false,"[{""order"":1,""description"":""Use ScotRail or National Rail to plan a journey to Alloa, the nearest railway station listed by Affinity Sterling Mills.""},{""order"":2,""description"":""Before travelling, confirm the current local bus timetable from Alloa toward Tillicoultry and the outlet area.""},{""order"":3,""description"":""Continue by the verified local bus connection to the stop serving Affinity Sterling Mills.""},{""order"":4,""description"":""Check both the return bus and onward rail times before shopping.""}]",2026-07-06
malaga-centro-to-designer-outlet-train,designer-outlet-malaga,city_center,malaga-city-center,train,Málaga City Centre to Designer Outlet Málaga by Train,12 min,Estimated €2–4; check the current Renfe Cercanías fare,true,"[{""order"":1,""description"":""Start at Málaga Centro-Alameda or Málaga-María Zambrano and check the official Renfe Cercanías C1 departures towards Fuengirola.""},{""order"":2,""description"":""Take the C1 train to Plaza Mayor; Designer Outlet Málaga is next to the station.""},{""order"":3,""description"":""Follow signs from Plaza Mayor station through the Plaza Mayor retail area to Designer Outlet Málaga.""},{""order"":4,""description"":""For the return, use Plaza Mayor station and confirm the next C1 train back towards Málaga Centro-Alameda before leaving the centre.""}]",2026-08-03
malaga-airport-to-designer-outlet-train,designer-outlet-malaga,airport,malaga-airport,train,Málaga Airport to Designer Outlet Málaga,One train stop / ≈5 min (official centre estimate by car),≈€1.80–3 (estimated),false,"[{""order"":1,""description"":""At Málaga-Costa del Sol Airport station, check official Renfe Cercanías C1 departures towards Fuengirola.""},{""order"":2,""description"":""Take the C1 train one stop to Plaza Mayor; the centre describes this as an on-site train link from the airport.""},{""order"":3,""description"":""Exit at Plaza Mayor and walk directly to Designer Outlet Málaga, which is next to the station.""},{""order"":4,""description"":""For the return to the airport, confirm the next C1 departure from Plaza Mayor before shopping.""}]",2026-07-02
